festival_id,theme_id,festival_place,festival_start_dte,festival_end_date,festival_content,festival_phonenum,festival_site,festival_road_name_addr,festival_lotnum_addr,festival_lat,festival_long
바다의 별 문화축제,-,인천천주교구청+송도아트센터,2022-09-27,2022-10-30,천주교인천교구 61주년 기념전시회+ 이승훈 역사문화체험관 건립기념 음악회,,,인천광역시 중구 흰바위로 14+ 인천광역시 연수구 아트센터대로 222,,,
원주다이내믹댄싱카니발,-,댄싱공연장 및 원일로 일원,2022-09-28,2022-10-03,댄싱경연+ 문화예술공연+ 각종 체험 등,033-737-5132,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614
지용제,-,정지용생가 및 구읍일원,2022-09-29,2022-10-02,유튜브 및 공식홈페이지 등을 활용한 온라인 병행 지용문학상 시상 등 문학프로그램 운영 등,043-733-5588,http://gy-festival.okcc.or.kr,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.30209032,127.5731251
제15회 정읍 구절초꽃축제,-,정읍 구절초 테마공원,2022-09-29,2022-10-16,구절초꽃길산책+꽃밭음악회,063-539-6172,http://www.jeongeup.go.kr/culture,전라북도 정읍시 산내면 청정로 926-65,전라북도 정읍시 산내면 매죽리 617,35.55427272,127.0188952
2022 부평풍물대축제,-,부평대로+캠프마켓 등,2022-09-30,2022-10-02,전통+창작+가족 공연+개막 및 폐막 공연+작품전시 등,032-509-7516,https://portal.icbp.go.kr/bpf/,인천광역시 부평구 신트리로 21,인천광역시 부평구 부평동 880,37.506554,126.7236393
완주와일드&로컬푸드축제,-,고산자연휴양림+완주군일원,2022-09-30,2022-10-02,완주의 자연·생태문화가 지닌 야생성과 로컬푸드1번지 건강한 먹거리를 알리는 지역 대표축제,063-290-2622,http://wildfoodfestival.kr,전라북도 완주군 고산면 고산휴양림로 89,전라북도 완주군 고산면 오산리 790,35.97398096,127.2315514
제39회 순천팔마문화제,-,순천부 읍성 남문터 광장 및 문화의 거리 일원,2022-09-30,2022-09-30,개막식+ 개막공연 및 전시,061-749-6802,,전라남도 순천시 중앙로 93,,,
대청호가그린영화제,-,대청공원 일원,2022-09-30,2022-10-02,개·폐막식(시상식 포함)+후보작상영회 등,042-608-6732,,대전광역시 대덕구 대청로 607,,36.47362538,127.4735679
안동국제탈춤축제,-,안동탈춤공원+ 시내일원+ 하회마을 외,2022-09-30,2022-10-09,탈춤공연+ 경연대회+ 대동난장 등,054-840-3400,www.maskdance.com,경상북도 안동시 육사로 239(운흥동),,36.56050653,128.7306335
봉화송이축제,-,봉화읍 내성천 일원,2022-09-30,2022-10-03,송이채취+시식회 등,054-674-3053,https://bhftf.co.kr:8091/,,경북 봉화군 봉화읍 내성리 506,36.8888791,128.7378251
횡성한우축제,-,횡성종합운동장,2022-09-30,2022-10-04,한우구이터+횡성한우 발전포럼+횡성빛축제 등,033-340-5712,http://www.happyhanwoofestival.com/,강원도 횡성군 횡성읍 문화체육로 57,강원도 횡성군 횡성읍 북천리 184,37.49608715,127.9891498
제24회 단양온달문화축제,-,영춘면 온달관광지 및 단양읍 일원,2022-09-30,2022-10-02,제24회 단양온달문화축제,043-420-2552,https://www.danyang.go.kr/ondal,충청북도 단양군 영춘면 온달로 23,충청북도 단양군 영춘면 하리 147,37.06295564,128.4929221
청원생명축제,-,오창읍 미래지 농촌테마공원,2022-09-30,2022-10-10,청주시 친환경 농축산물 한마당,043-201-0253,https://www.cheongju.go.kr/bio/index.do,충청북도 청주시 청원구 오창읍 미래지로 99,충청북도 청주시 청원구 오창읍 322-5,,
원주삼토페스티벌,-,댄싱공연장 일원,2022-09-30,2022-10-03,농촌문화체험+ 지역먹거리 판매 등,033-737-4155,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614
금산인삼축제,-,금산인삼관 광장 및 인삼약초시장 일원,2022-09-30,2022-10-10,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,041-750-4144,http://www.insamfestival.co.kr/,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304
울산옹기축제,-,울주군 외고산 옹기마을 일원,2022-09-30,2022-10-03,웰컴투옹기마을(옹기주제전시+ 창작공연+ 옹기토크+ 옹기테마거리 등),052-204-0355,https://www.onggi.or.kr,울산광역시 울주군 온양읍 외고산 3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088
강진청자축제,-,대구면 고려청자요지 일원,2022-09-30,2022-10-06,1000년전 청자문화를 꽃피웠던 청자의 고장 강진에서 도자예술 체험으로 강진청자의 아름다움과 섬세함을 느껴볼 수 있는 가을축제,061-430-3352,http://www.gangjin.go.kr/culture/,전라남도 강진군 대구면 청자촌길 33,전라남도 강진군 대구면 사당리 127,34.50866041,126.8008375
2022 고양호수예술축제,-,고양시 일산호수공원 및인근거리,2022-09-30,2022-10-03,국내외 거리예술공연 및 시민참여프로그램,031-960-9684,http://www.gylaf.kr,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814
서편제보성소리축제,-,보성문화예술회관 일원,2022-09-30,2022-10-02,판소리+고수 경연 대회,,,전라남도 보성군 보성읍 송재로 281-9,,,
황룡강 노란꽃잔치,-,황룡강변 일원,2022-10-01,2022-10-10,공연+체험+판매행사 등,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_04,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062
축령산 편백산소축제,-,축령산 조림성공지,2022-10-01,2022-10-01,공연+체험+판매행사 등,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_03,,전라남도 장성군 서삼면 모암리 569-5,35.37389043,126.7564871
순천웹툰페스티벌,-,순천글로벌웹툰센터,2022-10-01,2022-10-31,전시회+ 공연+ 시상식+ 체험행사+ 부스 운영 등,061-749-4198,,전라남도 순천시 시민로 29,,,
구민화합대잔치,-,대청공원 동편광장,2022-10-01,2022-10-01,체육경기+골든벨퀴즈+화합공연 등,042-608-6593,,,대전광역시 대덕구 미호동 43,36.47378332,127.476024
백제문화제,-,구드래+관북리유적 등 부여군일원,2022-10-01,2022-10-10,제례·불전+행렬+전시·체험+공연+경연 등,041-830-2209,www.baekje.org/kor/,충청남도 부여군 부여읍 백강로 148,충청남도 부여군 부여읍 구교리 17-4,36.28718846,126.9068136
제22회소래포구축제,-,인천 남동구 소래포구 일원,2022-10-01,2022-10-03,관광축제,032-453-2142,www.namdong.go.kr/soraefestival,인천광역시 남동구 아암대로 1454,인천광역시 남동구 논현동 775,37.38725249,126.7269798
진도문화예술제,-,향토문화회관 및 철마공원 일원,2022-10-01,2022-10-31,남도민요전국경창대회+전국고수대회+강강술래경연대회 등,061-540-3072,https://www.jindo.go.kr/tour/tour/info/festival.cs?act=view&infoId=99&searchCondition=&searchKeyword=&pageIndex=1,전라남도 진도군 진도읍 진도대로 7197,전라남도 진도군 진도읍 동외리 1189,34.47975717,126.2685772
제9회 노을동요제,-,평택남부문예회관 대공연장,2022-10-01,2022-10-01,공연+경연대회,031-8053-3542,http://www.noel.or.kr/,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086
INK 콘서트,-,인천문학경기장 주경기장,2022-10-01,2022-10-01,국내 정상급 K-POP 아티스트의 온.오프라인 콘서트,,,인천광역시 연수구 센트럴로 123(송도동),,,
삼랑성 역사문화축제,-,강화 전등사 경내,2022-10-01,2022-10-30,다례재+영산대제+가을음악회 등,,,인천광역시 강화군 길상면 전등사로 37-41,,,
문경오미자축제,-,문경동로초등학교일원,2022-10-01,2022-10-31,문경오미자 홍보,054-571-7677,http://www.mg5mija.or.kr/,경상북도 문경시 동로면 노은2길 4,경상북도 문경시 동로면 노은리 155-2,36.7715572,128.3153048
부산국제록페스티벌,-,삼락생태공원,2022-10-01,2022-10-02,록밴드 초청공연 등,051-888-5221,http://www.bfo.or.kr/main/index.asp,부산광역시 사상구 낙동대로 1231,부산광역시 사상구 삼락동 617-3,35.17001086,128.9765693
2022 인제에서 꽃길만 걷자,-,용대관광지 일원,2022-10-01,2022-10-31,가을꽃축제,1577-8924,http://www.injeart.or.kr/?p=59,강원도 인제군 인제읍 비봉로 44번길 100,,38.06067536,128.1649706
김포 도심축제,-,라베니체 수변상가 일원,2022-10-01,2022-10-09,점등식+ 경관조명 전시,031-5186-4033,,경기도 김포시 김포한강2로24번길 29,경기도 김포시 장기동 2001-1,37.643506,126.676558
2022 김포 평화누리길 걷기 행사,-,평화누리길(김포 구간),2022-10-01,2022-10-09,걷기 프로그램+ 부대행사 등,031-956-8319,,,경기도 김포시 대곶면 대명리 551-19,37.64048159,126.5409612
영천보현산별빛축제,-,보현산천문과학관 일원,2022-10-01,2022-10-03,천문+ 우주+ 과학 관련 온오프라인 콘텐츠 운영+ 천문학 강의+ 스타파티+ 각종 참여 프로그램 등,054-330-6702,https://www.yc.go.kr/toursub/star/,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.1402561,128.9964736
원주그림책축제,-,원주복합문화커뮤니티센터,2022-10-01,2022-10-31,세미나+ 체험부스 운영 등,033-760-9802,,강원도 원주시 탑두둑길 45-2,강원도 원주시 명륜동 147-8,37.34181915,127.9505842
황매산 억새 축제,-,황매산군립공원,2022-10-01,2022-10-31,황매산 억새를 즐기는 축제,055-930-4758,http://www.hwangmaesan.kr,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495
합천기록문화축제,-,대장경테마파크,2022-10-01,2022-10-31,기록문화와 화려한 공연등이 준비된 축제,055-930-4697,https://www.hc.go.kr/06573/08250.web,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,35.76749785,128.1365362
2022 세계유산축전 수원화성,-,수원화성 일원,2022-10-01,2022-10-22,세계유산의 가치를 향유 및 확산하기 위해 세계기록유산인 의궤와 세계문화유산인 수원화성을 활용한 공연 및 프로그램 등 행사 운영,031-228-2415,https://www.swcf.or.kr/shcf/,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944
철암 단풍축제,-,철암초등학교 앞 단풍군락지 일원,2022-10-01,2022-10-28,단풍길 걷기대회+ 전시회+ 먹거리 포장 판매 등,033-550-3825,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172
치악산한우축제,-,댄싱공연장 주차장,2022-10-01,2022-10-31,지역 한우 판매 등,033-737-4195,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614
제27회 대덕제 대구앞산축제(예정),-,대구앞산빨래터공원+앞산맛둘레길일대,2022-10-01,2022-10-02,앞산을 배경으로 다양한 체험프로그램과 문화예술 공연이 있는 주민화합 축제,053-664-3262,,대구광역시 남구 앞산순환로 351-17,대구광역시 남구 대명동 1550-39,35.831799,128.5645966
화순적벽문화축제,-,이서 커뮤니티센터+화순적벽 망향정 일원,2022-10-01,2022-11-01,풍류놀이체험+사물놀이+불꽃축제+음악회+마술쇼+버스킹,061-379-5090,,전라남도 화순군 이서면 백아로 3114,전라남도 화순군 야사리 197,35.11074937,127.0794219
제10회 부산진구 북페스티벌,-,부산시민공원 일대,2022-10-01,2022-10-02,개막식(공연)+ 체험부스+ 도서 전시 및 열람 등,051-605-6271,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003005000,부산광역시 부산진구 시민공원로30 (범전동),부산광역시 부산진구 부암동 666-16,35.16283064,129.053188
영주무섬외나무다리축제,-,영주시 무섬마을 일원,2022-10-01,2022-10-02,이벤트+체험행사 등 무섬마을 홍보,054-630-8707,http://yeongjufestival.or.kr/,,경상북도 영주시 문수면 수도리 268,36.732962,128.621224
굿모닝양림축제,-,양림동 일원,2022-10-01,2022-10-31,문화인물전시+공연+인문학 강의+체험행사,062-607-2312,www.gossaum.com,광주광역시 남구 백서로 92-8,광주광역시 남구 양림동 48,35.14019141,126.9163647
단기4355년 개천절 대제전,-,사직동 단군성전,2022-10-03,2022-10-03,국조 단군의 개국을 기념하는 전통제례 봉행 및 부대행사,02-736-6375,http://blog.naver.com/lgb301,서울특별시 종로구 인왕산로 22,,37.5758942,126.9658016
태백제,-,태백산+ 태백문화광장+ 황지연못 일원,2022-10-03,2022-10-05,제례 행사+ 전시+ 체험+ 공연 등,033-550-2219,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172
부산국제영화제 전야제,-,BIFF광장일원,2022-10-04,2022-10-04,축하공연,051-709-2091,https://www.biff.kr,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588
2022 음성명작페스티벌,-,금빛근린공원,2022-10-05,2022-10-09,명작대동놀이+ 명작장터+ 음성명작 모창가요제 등 공연 및 체험,043-871-3692,http://www.esmjf.com,충청북도 음성군 금왕읍 무극로244번길 16-21,충청북도 음성군 금왕읍 무극리 519-4,36.98976955,127.5882186
강릉커피축제,-,강릉대도호부 관아지 등,2022-10-06,2022-10-09,커피경연대회(바리스타+ 핸드드립+ 커핑+ 마카롱) + 커피체험(로스팅+ 추출+ 커핑+ 공예품 등)+ 전시+ 공연 등,033-647-6802,http://www.coffeefestival.net,강원도 강릉시 임영로131번길 6 (용강동),강원도 강릉시 용강동 58-1,37.75294455,128.8919029
제53회 영동난계국악축제,-,레인보우힐링관광지,2022-10-06,2022-10-09,퍼레이드+숭모제+국악기체험 등,043-745-8916,,충청북도 영동군 영동읍 동정로 1,,,
제11회 대한민국와인축제,-,레인보우힐링관광지,2022-10-06,2022-10-09,와인시음판매장+공연 등,043-745-8916,,충청북도 영동군 영동읍 동정로 1,,,
임실N치즈축제,-,임실치즈테마파크+임실치즈마을,2022-10-07,2022-10-10,국가대표 왕치즈피자 만들기+우유드림 행복드림 퍼레이드+임실N치즈페어+치즈경매,063-643-3900,www.imsilfestival.com,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599
평택한가락페스타,-,소사벌레포츠타운,2022-10-07,2022-10-08,공연+체험+전시,031-8053-3542,https://www.pccf.or.kr/,경기도 평택시 평남로 616,경기도 평택시 합정동 392,36.987565,127.106511
서산해미읍성축제,-,해미읍성,2022-10-07,2022-10-09,전통문화 공연 및 체험 등,041-660-2228,https://www.seosan.go.kr/tour/index.do,충청남도 서산시 해미면 남문2로 143,,,
제43회 생거진천 문화축제,-,미정,2022-10-07,2022-10-09,문화예술공연+민속경기+군민 가요제+각종 체험프로그램,043-539-3603,http://www.jincheon.go.kr,충청북도 진천군 진천읍 백사천길 17,충청북도 진천군 진천읍 읍내리 209-9,36.86152209,127.4420392
2022년 외솔한글한마당,-,외솔기념관 및 중구 원도심 일원,2022-10-07,2022-10-09,한글을 주제로 한 전시+체험+경연+공연,052-290-3642,,울산광역시 중구 시계탑거리 4,,,
안흥찐빵축제,-,안흥찐빵모락모락마을 일원,2022-10-07,2022-10-09,안흥찐빵 시식 및 홍보+농경문화 체험+먹거리장터운영 등,033-340-2742,,강원도 횡성군 안흥면 주천강로 1868,강원도 횡성군 안흥면 안흥리 1063,37.40978635,128.1554843
연천구석기축제,-,연천전곡리유적,2022-10-07,2022-10-10,선사문화체험+전시+이벤트,031-839-2378,https://www.yeoncheon.go.kr/festival/,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 515,38.01564838,127.0614526
연천거리문화축제,-,전곡전통시장,2022-10-07,2022-10-10,7080 레트로 거리+체험+공연 1식,031-839-2378,https://www.instagram.com/yeoncheon_festival,경기도 연천군 전곡읍 은전로78번길 3,경기도 연천군 전곡읍 전곡리 459-18,38.02819949,127.0685629
세종대왕과 초정약수 축제,-,내수초정문화공원,2022-10-07,2022-10-09,초정약수 관련,043-201-1793,,충청북도 청주시 청원구 내수읍 초정약수로 851,충청북도 청주시 청원구 내수읍 초정리 64-2,36.721607,127.601269
제59회 수원화성문화제,-,수원화성 일원,2022-10-07,2022-10-09,정조대왕의 효심과 부국강병의 원대한 꿈으로 축성된 세계문화유산 수원화성에서 펼쳐지는 3일간의 행사,031-228-3068,https://www.swcf.or.kr/shcf/,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944
흥부제,-,사랑의 광장 일원+아영면 성리 흥부묘+인월면,2022-10-07,2022-10-09,흥부마을터울림+ 다양한 공연 및 홍보 등,063-620-5772,http://www.namwon.go.kr/tour/index.do,전라북도 남원시 양림길 12,전라북도 남원시 어현동 37-19,35.40248095,127.3861268
선사문화체험축제,-,한샘청동공원,2022-10-07,2022-10-08,선사테마축제 및 체험프로그램 운영 등,053-667-2194,http://artko16.netto.kr/,대구광역시 달서구 월암로 23,대구광역시 달서구 대천동 353-5,35.82034773,128.5192255
광양숯불구이축제,-,광양읍 서천변 일원,2022-10-07,2022-10-09,공연+경연+체험+전시+판매+부대행사,061-797-4903,http://www.gwangyang.go.kr/tour_culture,전라남도 광양시 광양읍 남등길 6,전라남도 광양시 광양읍 칠성리 946,34.9733415,127.5810489
가야문화축제,-,수릉원+대성동 고분군+가야의거리 일원,2022-10-07,2022-10-10,공식+민속+축제+체험+설치+부대 연계행사,055-330-3944,http://www.gcfkorea.com,경상남도 김해시 가야의길 126,경상남도 김해시 대성동 434,35.23606039,128.8730826
제17회 광릉숲축제,-,남양주시 광릉숲 일원,2022-10-08,2022-10-09,광릉 숲 개방 및 환경 친화적 체험프로그램 등 운영,031-590-4786,,경기도 남양주시 진접읍 봉선사길 32,경기도 남양주시 진접읍 부평리 255,37.7463984,127.1836293
코리아드라마페스티벌,-,경남문화예술회관+ 장대동 남강둔치 일원,2022-10-08,2022-11-03,코리아드라마어워즈+ KDF콘서트+ 드라마영상국제포럼+ 부대행사 등,055-755-2363,http://www.kdfo.org,경상남도 진주시 강남로275+ 4층,경상남도 진주시 칠암동 496-2,35.18839494,128.0869247
추억의 충장축제(버스커즈 월드컵 in 광주),-,광주 동구 충장로+ 금남로 등 광주 일원,2022-10-08,2022-10-17,토너먼트 방식(온라인 예선을 거쳐 본선 진행)의 버스킹 공연,062-608-4683,http://www.buskersworldcup.com/kor/,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951
섬마을밴드 음악축제,-,대이작도 해양생태관 야외무대,2022-10-08,2022-10-08,섬마을 음악동호회 공연,,,인천광역시 옹진군 자월면 대이작로159번길,,,
강동선사문화축제,-,서울 암사동 유적,2022-10-08,2022-10-09,신석기시대 체험 축제,02-3425-5246,http://culture.gangdong.go.kr,서울특별시 강동구 올림픽로 875 (암사동),서울특별시 강동구 암사동 139-2,37.55985381,127.1308316
천령문화제,-,함양상림공원일원,2022-10-08,2022-10-12,고유제+축하공연+버스킹공연+학술대회+야간 빛축제+문화예술단체 전시,055-963-7785,,,경상남도 함양군 함양읍 교산리 1047-2,35.52372642,127.7218597
2022 진안홍삼축제,-,마이산 북부일원,2022-10-08,2022-10-10,홍삼판매 및 문화공연,063-430-2392,https://www.jinan.go.kr/festival/,전라북도 진안군 진안읍 마이산로 160,전라북도 진안군 진안읍 단양리 778-3,35.773251,127.4162559
2022 종로한복축제,-,종로구 일대,2022-10-08,2022-10-09,한복을 중심으로 한 전통행사,02-2148-1803,https://jongnohanbok.kr/site/main/home,서울특별시 종로구 새문안로3길 3+ 6층,서울특별시 종로구 신문로1가 58-15,37.570671,126.9723944
2022 정조대왕 능행차 공동재현,-,서울 창덕궁~수원화성~화성 융릉),2022-10-08,2022-10-09,1795년 정조대왕의 을묘년 원행을 완벽하게 재현하는 국내 최대 퍼레이드,031-228-2367,https://www.swcf.or.kr/shcf/,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944
천안호두축제,-,광덕쉼터,2022-10-08,2022-10-09,천안호두 드라이브스루 판매 및 홍보영상제작,041-521-4701,,충청남도 천안시 동남구 광덕면 광덕리 403,,,
종교연합바자회,-,서울특별시 강북구 한신대신학대학원,2022-10-08,2022-10-08,종교연합 바자회 기증물품 판매  문화공연  수익금전액 난치병어린이돕기 후원,02-901-6207,www.gangbuk.go.kr,서울특별시 강북구 인수봉로 159,서울특별시 강북구 수유동 498-16,37.6350142,127.0129382
진주남강유등축제,-,진주성 및 진주남강일원,2022-10-10,2022-10-31,개제식(초혼점등)+ 소망등 달기+ 추억의 유등띄우기+ 창작등 전시+ 진주성 둘레길등 전시+ 한국의 등·세계풍물등 전시 등,055-755-9111,http://www.yudeung.com,경상남도 진주시 강남로 291번길 10,경상남도 진주시 강남동 98,35.18725548,128.0855326
제49회 신라문화제,-,경주중심상가+경주예술의전당일원,2022-10-12,2022-10-16,비대면온라인운영(제레행사+공연행사+전시행사+학술행사등),054-760-2626,http://www.gyeongju.go.kr/sillafestival,경상북도 경주시 양정로 260,,35.85619961,129.2247246
영산강 서창들녁 억새축제,-,영산강(극락교~서창교 3.5km)일원,2022-10-13,2022-10-16,공식행사+ 걷기행사+ 생태환경콘서트+ 억새생태포토존+ 체험행사 등,062-350-4792,http://www.seogu.gwangju.kr/sgfesta,광주광역시 서구 서창둑길 377 (벽진동),광주광역시 서구 벽진동 505-1,35.13849504,126.8287602
추억의 충장축제,-,광주 동구 충장로+ 금남로+ 문화전당+ 예술의 거리 일원,2022-10-13,2022-10-17,충장월드퍼레이드+ 추억의 테마거리+ 추억의 가을 운동회+ 함게 추는 추억의 고고장 등,062-608-4673,http://www.donggu.kr/index.es?sid=c8,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951
부산자갈치축제,-,자갈치시장 및 유라리광장 일원,2022-10-13,2022-10-16,개막식+길놀이+체험프로그램 등,051-243-9363,http://www.ejagalchi.com/,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.0966394,129.0305933
동래읍성역사축제,-,동래문화회관+읍성광장+온천장 일원,2022-10-14,2022-10-16,동래부사행차 길놀이+동래성 전투 뮤지컬+동래세가닥줄다리기+동래장터 체험 등,051-550-4094,https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169,부산광역시 동래구 문화로 80(명륜동),부산광역시 동래구 명륜동 137,35.21195069,129.090546
중봉충렬제,-,관성회관 및 안남면표충사,2022-10-14,2022-10-16,추모제례 및 학술세미나,043-733-5588,,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.30209032,127.5731251
순창장류축제,-,순창전통고추장민속마을 일원,2022-10-14,2022-10-16,문화공연+장류체험+전시+판매+주민참여 프로그램 등,063-652-9301,http://www.jangfestival.co.kr,전라북도 순창군 순창읍 민속마을길 6-3,전라북도 순창군 순창읍 백산리 265-4,35.36859967,127.1099773
영도다리축제,-,아미르공원+영도일원+영도다리축제유튜브채널,2022-10-14,2022-10-16,개막주제공연+축하공연+불꽃쇼+퍼레이드+체험행사 등,051-419-4064,http://www.yeongdo.go.kr/ydfestival.web,부산광역시 영도구 해양로 301번길 55,부산광역시 영도구 동삼동 1165,35.07714964,129.0820078
제15회 마포나루 새우젓축제,-,월드컵공원 평화의 광장 일원,2022-10-14,2022-10-16,유명산지 새우젓 판매,02-3153-8353,http://www.mapo.go.kr/site/maponarusf/home,서울특별시 마포구 월드컵로 243-60(성산동),서울특별시 마포구 성산동 390-1,,
보수동책방골목문화축제,-,보수동책방골목 및 문화관,2022-10-14,2022-10-15,책읽는마을 심포지엄+공연행사+체험 등,051-253-7220,http://www.bosubook.com/,부산광역시 중구 흑교로46번길 11,부산광역시 중구 보수동1가 119-6,35.10362715,129.0261809
2022 대전 서구힐링 아트페스티벌,-,보라매공원(서구청앞) 일원,2022-10-14,2022-10-16,아트마켓 등 6개분야 100여개 프로그램,042-288-2742,http://www.seogu.go.kr/sorg/content.do?mnucd=SGMENU0500242,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1544,36.35505601,127.3833576
2022 목포항구축제,-,목포항 및 삼학도 일원,2022-10-14,2022-10-16,퍼레이드+파시장터+공연+체험 등,061-270-8432,https://www.mokpo.go.kr/tour/festival,전라남도 목포시 삼학로92번길 6,,,
제20회광안리어방축제,-,수영구 광안리해변 일원,2022-10-14,2022-10-16,뮤지컬어방+경상좌수사행렬전시 등,051-610-4062,www.suyeong.go.kr/eobang,부산광역시 수영구 남천동로100,부산광역시 수영구 남천동148-15,35.14537016,129.1123694
2022 보은대추축제,-,온라인축제,2022-10-14,2022-10-31,대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑,043-540-3393,http://www.boeunjujube.com/,,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482
