festival_id,theme_id,festival_place,festival_start_dte,festival_end_date,festival_content,festival_phonenum,festival_site,festival_road_name_addr,festival_lotnum_addr,festival_lat,festival_long
2022 보은대추축제,-,현장축제,2022-10-14,2022-10-23,대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑,043-540-3393,http://www.boeunjujube.com/,,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482
희망달서 큰잔치,-,달서아트센터,2022-10-14,2022-10-16,희망가득체험부스+다문화 어울림제+축하 콘서트 등,053-584-9711,http://www.dscf.or.kr,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1,35.84342236,128.5228263
제3회 김홍도축제,-,화랑유원지,2022-10-14,2022-10-16,김홍도마을 재현+ 김홍도 마당극+ 사생대회 등,031-481-3059,https://tourinfo.ansan.go.kr/main.do,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.32507855,126.8099898
2022 관악강감찬축제,-,관악구 일대,2022-10-14,2022-10-16,강감찬 장군 출병식 및 전승행렬 거리 퍼레이드+ 고려마을 테마 체험부스+ 강감찬 장군 추모제향 등 다채로운 행사 진행,02-828-5762,https://ggcfest.com/,서울특별시 관악구 신원로 35,서울특별시 신림동 1638-1,37.48239144,126.9290234
예산장터삼국축제,-,예산전통시장내 백종원거리 일원,2022-10-14,2022-10-20,예산의 국화+ 국밥+ 국수의 맛과 멋을 찾아 예산장터로 떠나는 가을여행축제,041-339-7317,https://yesansamguk.kr/,충청남도 예산군 예산읍 천변로 160,충청남도 예산군 예산읍 대회리 233-4,36.67611933,126.8479256
제천의병제,-,자양영당 등,2022-10-15,2022-10-16,의병제,043-642-3646,http://www.jecheoncc.or.kr,충청북도 제천시 의림대로 125,충청북도 제천시 중앙로2가 26-1,37.13923321,128.210774
청소년 축제,-,청소년수련관,2022-10-15,2022-10-15,공연+체험부스 운영 등,043-730-4984,http://www.oc.go.kr/youth/index.do,충청북도 옥천군 옥천읍 동부로39,충청북도 옥천군 옥천읍 문정리 424-1,36.30665167,127.5767673
제5회 옥천군민의 날 기념행사,-,옥천체육센터,2022-10-15,2022-10-15,주민참여 및 축하가수 공연+군민대상 시상,043-730-3173,,충청북도 옥천군 옥천읍 동부로 39-1,충청북도 옥천군 옥천읍 동부로 39-1,36.3062659,127.5780119
여수밤바다 불꽃축제,-,이순신 광장 및 장군도 앞 해상,2022-10-15,2022-10-15,공연행사+불꽃쇼+불꽃사진콘테스트,061-659-4743,http://tour.yeosu.go.kr/ysff/,전라남도 여수시 중앙동 385-6번지,전라남도 여수시 중앙동 385-6번지,34.7388016,127.7362426
억새꽃 축제,-,산정호수+명성산 일대,2022-10-15,2022-11-20,작은버스킹+1년 후에 받는 편지 등,,,경기도 포천시 영북면 산정호수로411번길 89,,38.0688661,127.3221101
김호연재여성문화축제,-,동춘당역사공원 일원,2022-10-15,2022-10-15,문화공연 등,042-608-6574,,대전광역시 대덕구 동춘당로 80 (동춘당),,36.36537889,127.4412933
체험문화축제,-,예스파크,2022-10-15,2022-10-16,음식만들기+공예체험+스포츠 놀이체험,031-636-2723,http://www.2000green.com,경기도 이천시 신둔면 도자예술로5번길 109,경기도 이천시 신둔면 고척리 599-6,37.29309775,127.385686
평택 원평나루억새축제,-,원평나루,2022-10-15,2022-10-15,체험+공연+억새+노을+먹거리,031-8053-3544,http://평택억새축제.com/,경기도 평택시 평택동 230-2,경기도 평택시 평택동 230-2,36.98340148,127.080492
인천생활문화축제,-,인천아트플랫폼 일원,2022-10-15,2022-10-15,생활문화동아리 공연·체험·전시,,,인천광역시 중구 제물량로218번길 3,,,
제13회 독산성문화제,-,고인돌공원,2022-10-15,2022-10-16,독산성의 역사적 배경인 권율장군 지혜의 승전을 기념하는 오산시 대표문화제,031-379-9924,https://www.doksanseong.kr/,,경기도 오산시 금암동 520,37.172878,127.0474505
2022 경기인디뮤직페스티벌,-,백마도 + 아라마리나 일원,2022-10-15,2022-10-16,인디뮤지션 공연 및 부대행사,032-623-8032,,,경기도 고촌읍 신곡리 1051,37.609734,126.785629
제15회 파주개성인삼축제,-,임진각 광장,2022-10-15,2022-10-16,파주개성인삼 전시 및 판매+ 농특산물 홍보 및 판매+ 각종 공연 및 체험행사 등,031-940-5282,http://tour.paju.go.kr,경기도 파주시 임진각로177,경기도 파주시 문산읍 마정리 1325-1,37.88953876,126.7401859
세계거리춤축제,-,장한로,2022-10-16,2022-10-17,세계거리춤공연+ 주민참여무대+ 각종춤경연,02-3295-5561,,서울특별시 동대문구 천호대로405,서울특별시 동대문구 장안동472-3,37.56201359,127.0641794
제5회 구미전국농악경연대잔치,-,구미시,2022-10-17,2022-10-18,농악경연대회,054-457-1082,,경상북도 구미시 송정대로 89,,,
천안성환배축제,-,성환문화회관,2022-10-17,2022-10-28,성환배 판매장 운영(일자 변경 가능),041-581-1771,,충청남도 천안시 서북구 성환읍 성진로 15,,36.91253596,127.1366796
제14회 서울영등포국제초단편영화제,-,영등포구 일대(영등포아트홀 등),2022-10-18,2022-10-23,영화제,02-2670-3128,https://www.sesiff.org/,서울특별시 영등포구 당산로 123,서울특별시 영등포구 당산동3가 385-1,37.52596316,126.8963671
거제학동몽돌해변 불꽃축제,-,학동흑진주몽돌해변,2022-10-19,2022-10-19,우수한 관광자원이 몽돌을 소재로 전국적으로 특색 있고 차별화된 축제를 통하여 우리 시의 인지도 향상 및 볼거리 등으로 체험형 문화관광 축제(2020년도 취소),055-639-6511,,경상남도 거제시 동부면 학동6길 18-1,경상남도 거제시 동부면 학동리 295-1,34.77330415,128.6402426
제27회 낙안읍성 민속문화축제,-,낙안읍성 일원,2022-10-21,2022-10-23,전통문화 경연+ 재현+ 체험행사+ 부대행사,061-749-8838,,전라남도 순천시 낙안면 충민길 1,,,
회남재 숲길걷기,-,청암면 삼성궁 주차장 옆,2022-10-21,2022-10-23,매년 10월말에 개최되는 우리나라 걷기 여행 축제의 대표 주자로 지리산의 가을풍경과 생태 숲길의 산림욕으로 위로와 힐링의 시간을 만끽할 수 있다,055-880-2051,https://www.hadong.go.kr/02641/02652/02820.web,경상남도 하동군 청암면 삼성궁길 86-15,,,
포항거리예술축제,-,송도 솔밭 도시 숲 및 송도동 일대,2022-10-21,2022-10-23,거리예술 공연+ 공공미술전시+ 숲속 도서관+ 거리예술 교육프로그램 운영,054-289-7873,http://www.phcf.or.kr,경상북도 포항시 남구 송도해안길 112번길 3,경상북도 포항시 남구 송도동 254-477,36.04036853,129.3766797
여주오곡나루축제,-,여주 신륵사관광지 일원,2022-10-21,2022-10-23,여주 농특산물 판매 및 홍보+ 공연 등,031-881-9692,www.yjcf.or.kr,경기도 여주시 신륵사길 7,경기도 여주시 천송동 303-3,,
2022 수원음식문화축제,-,미정,2022-10-21,2022-10-23,양념갈비 등 음식 할인판매 수원전국요리경연대회 등 음식문화 관련 프로그램 운영,031-228-2233,,미정,미정,,
원주시 평생학습 대축제,-,치악예술관 일원,2022-10-21,2022-10-22,기획전시+ 버스킹공연 등,033-737-3805,,강원도 원주시 서원대로 331,강원도 원주시 명륜동 589,37.33543707,127.9446056
김해분청도자기축제,-,김해분청도자박물관+김해도자판매전시관,2022-10-21,2022-10-30,의식+특별전시+판매+부대행사,055-330-3244,http://www.gimhae.go.kr/00224/00223/03324.web?amode=view&idx=395,경상남도 김해시 진례면 진례로 275-35,경상남도 김해시 진례면 송정리 360,35.25149561,128.745857
부산고등어축제,-,송도해수욕장 및 부산공동어시장 일원,2022-10-21,2022-10-23,개막행사+ 맨손 고등어잡기+ 부산공동어시장 현장체험+ 카약 타고 고등어 찾기+ 고등어 종이배 경주대회+ 전국 고등어요리 경연+ 먹거리 한마당 등,051-240-4062,http://culture.bsseogu.go.kr,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502
곡성심청어린이대축제,-,섬진강기차마을,2022-10-22,2022-10-30,어린이 중심 콘텐츠로 프로그램 구성+ 각종 공연+ 이벤트 개최,061-360-8471,www.gokseong.go.kr,전라남도 곡성군 오곡면 기차마을로 233,전라남도 곡성군 오곡면 오지리 770-5,,
삼척평생학습박람회,-,온라인+ 오프라인 병행,2022-10-22,2022-10-23,평생학습프로그램 체험+ 저명인사 초청강연+ 학습동아리 공연 발표 등,033-570-4432,http://lifelong.samcheok.go.kr/main/,강원도 삼척시 청석로3길 16-41,강원도 삼척시 교동 736,37.44912555,129.1780308
지리산 뱀사골 단풍제,-,산내면 부운리 지리산국립공원,2022-10-22,2022-10-22,개막식+ 천년송소원빌기+ 뱀사골와운단풍길트레킹+ 각종 체험 및 농특산품 판매장 운영 등,063-620-4705,http://www.namwon.go.kr/tour/index.do,전라북도 남원시 산내면 와운길 10,전라북도 남원시 산내면 부운리 252,35.37179767,127.5791353
김해평생학습과학축제,-,수릉원+대성동 고분군+가야의거리 일원,2022-10-22,2022-10-23,전시+축제+체험 설치+부대행사,055-330-4883,http://www.gimhae.go.kr/edu.web,경상남도 김해시 가야의길 126,경상남도 김해시 대성동 434,35.23606039,128.8730826
서면메티컬스트리트 축제,-,서면 메티컬 스트리트 일원,2022-10-22,2022-10-23,VIP리셉션+  개막식+  홍보부스 운영+ 비즈니스 미팅,051-605-6022,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003002000,부산광역시 부산진구 시민공원로30 (범전동),부산광역시 부산진구 부암동 666-16,35.16283064,129.053188
강릉국제영화제,-,강릉대도호부관아+ CGV강릉+ 독립예술국장 신영 등 강릉시 일원,2022-10-22,2022-10-31,다채로운 상영작과 프로그램+ 시민 참여형 이벤트 등(영화와 문학+ 마스터즈 & 뉴커머즈+ 프리미어 기프+ 클래식 기프+ 패밀리 기프),033-641-8079,http://www.giff.kr/ko/,강원도 강릉시 임영로131번길 6 (용강동),강원도 강릉시 용강동 58-1,37.75294455,128.8919029
청룡문화제,-,용두근린공원,2022-10-23,2022-10-24,제례봉행 및 어가행렬,02-2241-9300,,서울특별시 동대문구 청계천로 563,서울특별시 동대문구 용두동 34-12,37.57325834,127.0385968
창평전통음식문화축제,-,창평슬로시티 일원,2022-10-26,2022-10-28,슬로푸드전시+체험+판매 등,061-380-3152,,전라남도 담양군 창평면 돌담길 56-24,전라남도 담양군 창평면 창평리 113-1,35.23525084,127.017861
용전들노래 가을걷이 한마당,-,용전동 용전마을 일원,2022-10-26,2022-10-26,용전들노래재현+ 체험마당+ 공연 등(2020년 일정 미정),062-410-8369,https://bukgu.gwangju.kr/board.es?mid=a10201110000&bid=0315,광주광역시 북구 용전마을길 42(용전동),광주광역시 북구 용전동 171-3,35.23893658,126.8973084
개천예술제,-,진주시 일원,2022-10-27,2022-11-03,성화 채화+ 진다례 말차시연+ 호국타종+ 성화 봉송 및 안치+ 제향+ 진군명령 퍼포먼스+ 개천합창제+ 진주오광대 정기공연+ 진주·삼천포 농악+ 종야축제(뮤지컬 진주대첩)+ 서제+ 개제식+ 가장행렬경진대회+ 예술경연대회+ 진주대첩승전재현행사+ 종야축제+ 예술문화축하행사+ 체험행사+ 각종 전시 등,055-752-0111,http://www.gaecheonart.com,경상남도 진주시 강남로 215(칠암동) 문화예술회관 6층,경상남도 진주시 칠암동 500-15,35.18727536,128.0917424
전국생활문화축제 in강릉,-,강릉명주예술마당,2022-10-27,2022-10-30,전국 생활문화 활동 발표+ 기획 프로그램 등,033-647-6808,,강원도 강릉시 경강로2021번길9-1,강원도 강릉시 명주동 49-1,37.75040333,128.8898121
순천 문화재 야행,-,문화의 거리 일원,2022-10-28,2022-10-30,야간에 보는 문화재 해설투어+ 체험+ 전시+ 공연 등,061-749-6814,,전라남도 순천시 장명로 30,,,
의령 리치리치 페스티벌,-,서동생활공원 등 관내 일원,2022-10-28,2022-10-30,개막식+메인프로그램+상설프로그램등,055-570-2542,,경상남도 의령군 의령읍 의병로8길 44,,,
전국 발효식품 홍보대전,-,순천만생태문화교육원,2022-10-28,2022-10-29,개막식+ 발효식품 경연대회+ 전시홍보관 운영+ 부대행사 등,061-749-8772,,전라남도 순천시 생태배움길 22 순천만생태문화교육원,,,
천만송이 국화축제,-,중앙체육공원,2022-10-28,2022-11-06,국화축제,063-859-4977,https://www.iksan.go.kr/gukhwa/index.iksan,전라북도 익산시 하나로 322,,35.94972951,126.9861274
전포커피축제,-,전포카페거리 일원,2022-10-28,2022-10-29,전포 코오피 스쿨+ 아바타투어 등 부산진구 SNS를 활용한 다양한 체험+이벤트 프로그램 운영,051-605-4524,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003006000,부산광역시 부산진구 동천로 92(전포동),부산광역시 부산진구 전포동 668-1,35.1570356,129.0630291
강진만 춤추는 갈대축제,-,강진만 생태공원 일원,2022-10-28,2022-11-06,가을의 정취와 추억을 체험하는 남도답사 1번지 이미지 창출과 갈대·음악·자연을 대표하는 명품 축제,061-430-3354,http://www.gangjin.go.kr/culture/,전라남도 강진군 강진읍 남당로 97-23,전라남도 강진군 강진읍 목리 128-1,34.6259705,126.7724317
예산황토사과축제,-,예산역전시장,2022-10-28,2022-10-30,예산황토사과의 우수성 홍보,041-339-7317,http://yesan-apple.co.kr/,충청남도예산군예산읍역전로61-4,,,
거제 섬꽃축제,-,거제시 농업개발원,2022-10-29,2022-11-07,꽃+ 문화+ 사람이 어우러지는 가을꽃 축제이다. 주행사로는 국화분재 전시+ 힐링허브랜드+ 가을꽃 조형물 전시+ 테마꽃동산+ 국화소품+ 실증시험온실+ 화목류시험포+ 난지과수원 등이 있다.,055-639-6443,,경상남도 거제시 거제면 거제남서로 3577,경상남도 거제시 거제면 서정리 978-14,34.856465,128.579128
북평용줄다리기 축제,-,북평힐링공원,2022-10-29,2022-10-29,줄고사+용줄다리기+달집태우기 등,061-530-5159,www.haenam.go.kr,,전라남도 해남군 북평면 남창리 1276-3,,
2022 대구할로윈축제,-,앞산카페거리+안지랑곱창골목,2022-10-29,2022-10-30,미군부대가 있는 남구의 다문화적 특성과 관광자원을 연계한 이색 축제,053-664-3262,,대구광역시 남구 안지랑로20길 79-2,대구광역시 남구 대명9동 900-15,35.83821749,128.5756934
역세권 싱싱포차 축제,-,장소미정,2022-11-01,2022-11-30,역세권 도시재생 뉴딜사업 싱싱축제 추진,061-749-3040,,전라남도 순천시 장명로 30,,,
성탄트리점등 시민문화축제,-,미정,2022-11-01,2022-12-31,성탄트리점등식 및 사랑나눔행사,,,미정,,,
치악산배축제,-,원주원예농협 하나로마트광장,2022-11-01,2022-11-30,지역 배 판매 등,033-737-4131,,강원도 원주시 무실로 182,강원도 원주시 단계동 803-2,37.34144323,127.9392853
대한민국 국향대전,-,함평엑스포공원,2022-11-01,2022-11-20,국화를 소재로 한 전시+ 문화+ 체험행사 및 우수특산품 전시+ 판매 등,061-320-2238,https://www.hpftf.or.kr/contentsView.do?pageId=www42,전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,35.05813923,126.5226056
벌교꼬막축제_예정,-,벌교읍천변 일원,2022-11-01,2022-11-30,지역 농특산물 판매 및 체험 전시행사,,,,전라남도 보성군 벌교읍 회정리 663-1,,
청송사과축제,-,청송읍 용전천 변(현비암 일원),2022-11-02,2022-11-06,공연+경연+체험+전시+판매,054-870-6237,,,경상북도 청송군 청송읍 월막리 368-2,36.43271991,129.0554862
서산국화축제,-,고북면 가구리,2022-11-04,2022-11-13,국화축제 및 체험,041-660-3935,https://www.seosan.go.kr/tour/index.do,충청남도 서산시 고북면 복남골길 31-1,충청남도 서산시 고북면 가구리 52,,
해남미남축제,-,해남군 일원,2022-11-04,2022-11-06,공식행사(개·폐회식)+공연행사+전시·체험+음식·특산물 판매 등,061-530-5158,www.haenam.go.kr,전라남도 해남군 삼산면 대흥사길 400,,,
백양단풍축제,-,국립공원 백암산+백양사 일원,2022-11-05,2022-11-07,공연+체험+판매행사 등,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_05,전라남도 장성군 북하면 백양로 1239,전라남도 장성군 북하면 약수리 26,35.43972586,126.8828597
여수동동북축제,-,용기공원 및 선소일원,2022-11-05,2022-11-06,북퍼레이드+아티스트공연+북전시및체험행사+경연대회,061-659-4742,http://tour.yeosu.go.kr/dongdong,전라남도 여수시 시청서 6길,전라남도 여수시 학동 201,34.75590207,127.6572796
류방택 별축제,-,인지면 류방택천문기상과학관,2022-11-05,2022-11-05,천문과학 관련 체험,041-661-8009,https://www.seosan.go.kr/tour/index.do,충청남도 서산시 인지면 무학로 1353-4,,,
의정부 청소년 영화제,-,의정부시청소년수련관,2022-11-05,2022-11-05,청소년 영화 상영 및 시상식,031-828-9557,https://uyff.modoo.at,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
부산불꽃축제,-,광안리해변,2022-11-05,2022-11-05,해외초청 불꽃쇼+ 첨단멀티 불꽃쇼,051-888-5222,http://www.bfo.or.kr/main/index.asp,부산광역시 수영구 광안해변로 219,부산광역시 수영구 광안동 192-16,35.15377357,129.1185161
가로수사랑음악회,-,메타세쿼이아길 일원,2022-11-05,2022-11-06,지역출신가수공연+특집라디오공개방송 등,061-380-3152,,전라남도 담양군 담양읍 지침3길 7-5,전라남도 담양군 담양읍 지침리 132-28,35.31617363,126.9840063
의좋은형제축제,-,의좋은 형제공원 일원,2022-11-05,2022-11-06,예산의 실존인물인 이성만·이순형제와 함께 떠나는 가족여행,041-339-7317,https://gbfesta.kr/,충청남도 예산군 대흥면 의좋은형제길 3,충청남도 예산군 대흥면 상중리 274-1,36.60652823,126.7921951
강릉문화재야행,-,강릉대도호부관아(사적388호),2022-11-11,2022-11-13,역사문화시설 개방 및 전시.체험.공연 프로그램 운영(8가지 밤의 테마와 32개 프로그램),033-823-3212,http://gncn.or.kr,강원도 강릉시 임영로131번길 6 (용강동),강원도 강릉시 용강동 58-1,37.75294455,128.8919029
제9회 향동 마을축제 「은행나무 아래로」,-,문화의 거리 일원,2022-11-12,2022-11-12,마을 축제 개최,061-749-8317,,전라남도 순천시 장명로 30,,,
2022년 순천민주주의 정책 페스티벌,-,부읍성남문터광장(예정),2022-11-12,2022-11-12,시민공론장+ 민주주의정책 홍보관+ 배움터+ 체험 등,061-749-5554,,전라남도 순천시 중앙로 93,,,
청소년이 빛나는 밤,-,새말청소년문화의집 문화관,2022-11-12,2022-11-12,청소년 버스킹+ 소통이벤트+ 친환경음료부스,031-828-9585,http://www.uiyouth.or.kr,경기도 의정부시 새말로 40,경기도 의정부시 금오동 469-1,37.75117012,127.0640951
왕버들기원제,-,충효동 일원,2022-11-16,2022-11-16,왕버들기원제,062-410-8369,https://bukgu.gwangju.kr/board.es?mid=a10201110000&bid=0315,,광주광역시 북구 충효동 911,35.18482092,127.000917
제23회 순천만 갈대축제,-,순천만습지 일원,2022-11-18,2022-11-20,주민참여 퍼포먼스+ 음악회+ 체험부스,061-749-6081,,전라남도 순천시 순천만길 513-25,,,
달마고도 힐링축제,-,달마고도 및 해남군 일원,2022-11-19,2022-11-19,달마고도순례길걷기+무대행사+체험등,061-530-5159,www.haenam.go.kr,전라남도 해남군 송지면 미황사길 164,전라남도 해남군 송지면 서정리 1,34.38223237,126.5779589
제25회 파주장단콩축제,-,임진각 광장,2022-11-25,2022-11-28,파주장단콩 전시 및 판매+ 농특산물 홍보 및 판매+ 각종 공연 및 체험행사 등,031-940-5282,http://tour.paju.go.kr,경기도 파주시 임진각로177,경기도 파주시 문산읍 마정리 1325-1,37.88953876,126.7401859
마토예술제<매직파티>,-,안정리예술인광장 일대,2022-11-26,2022-11-26,마술테마 체험+공연,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.0439994
2022 순천만국가정원 별빛산책,-,순천만국가정원 서원,2022-12-01,2022-12-31,야간경관 조성+ 크리스마스·연말 기념 공연 등,061-749-2728,,전라남도 순천시 국가정원1호길 47,,,
드림러브페스티벌,-,미정,2022-12-01,2022-12-01,드림 아동 작품 발표회 및 초청공연,061-749-6615,,전라남도 순천시 장명로 30,,,
청소년 푸른별 콘서트,-,의정부시청소년수련관,2022-12-01,2022-12-01,청소년 동아리 공연 및 인기가수 축하공연,031-828-9542,http://www.uiyouth.or.kr,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
부산시민 희망의 빛드림 페스티벌,-,부산시민공원 일대,2022-12-01,2023-01-31,경관 조명 설치 및 점등식 개최,051-605-4522,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003007000,부산광역시 부산진구 시민공원로30 (범전동),부산광역시 부산진구 부암동 666-16,35.16283064,129.053188
보성차밭빛축제_예정,-,한국차문화공원 일원,2022-12-01,2022-12-31,차밭 경관조성 및 공연,,,전라남도 보성군 보성읍 녹차로 775,,,
부산크리스마스트리문화축제,-,광복로 및 중구 관내 일원,2022-12-03,2023-01-07,일루미네이션 크리스마스트리장식+성탄음악행사+시민참여행사+점등식 등,051-464-0112,https://bctf.co.kr,부산광역시 중구 광복중앙로 2,부산광역시 중구 광복동2가 6-5,35.0995432,129.0314651
산타축제,-,임실치즈테마파크,2022-12-23,2022-12-25,산타플래시몹 퍼레이드+산타를 찾아라+산타경연대회,063-643-2300,www.cheesepark.kr,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599
담양산타축제,-,담양 원도심 및 메타프로방스 일원,2022-12-23,2022-12-31,크리스마스거리조성+크리스마스마켓 운영 등,061-380-3152,,전라남도 담양군 담양읍 메타프로방스 1길 17,전라남도 담양군 담양읍 학동리 586-1,35.32260525,127.0018114
겨울왕국 제천페스티벌,-,시내 및 의림지 일원,2022-12-24,2023-01-23,겨울벚꽃 및 얼음 축제,043-641-4870,http://www.jccf.or.kr,충청북도 제천시 의림대로 242,충청북도 제천시 청전동 110,37.1493417,128.2160865
포천 백운계곡 동장군 축제,-,백운계곡 일대,2022-12-24,2023-02-05,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,,,경기도 포천시 이동면 화동로 2381,,38.0547745,127.383869
여수향일암일출기원한마당,-,돌산읍 임포마을 일원,2022-12-31,2023-01-01,재야의종타종식+일출기원제례+소망행사,061-659-4742,,전라남도 여수시 향일암로 60,전라남도 여수시 돌산읍 율림리 산7,34.59379448,127.8029861
정서진 해넘이 축제,-,인천 서구 정서진,2022-12-31,2022-12-31,일몰이벤트+ 축하공연,032-560-5933,http://www.seo.incheon.kr/,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644
부산시민의종 타종식,-,용두산공원,2022-12-31,2023-01-01,시민의종 타종+ 문화공연,051-888-5224,http://www.bfo.or.kr/main/index.asp,부산광역시 중구 용두산길 37-55(광복동2가),부산광역시 중구 동광동2가 17-6,35.10093242,129.0324385
땅끝 해넘이·해맞이 축제,-,땅끝마을일원,2022-12-31,2023-01-01,해넘이제례+달집태우기+해맞이 등,061-531-3161,www.haenam.go.kr,전라남도 해남군 송지면 땅끝마을길 70-14,전라남도 해남군 송지면 송호리 1127-4,34.29820555,126.5293719
2023 해운대 카운트다운&해맞이축제,-,해운대 해수욕장,2022-12-31,2023-01-01,카운트다운 행사+ 해맞이 행사+ 부대 프로그램 등,051-749-4062,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1415-49,35.15910698,129.1602838
율포해변불꽃축제,-,율포해수욕장 일원,2022-12-31,2023-01-01,불꽃축제 및 공연,,,전라남도 보성군 회천면 우암길 24,,,
천을산 해맞이,-,천을산 정상,2023-01-01,2023-01-01,새해메세지+희망콘서트+해오름 함성 등,053-666-2163,https://www.suseong.kr,,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183
주안미디어문화축제,-,옛시민회관 쉼터 등 미추홀구 전역,2023-01-01,2023-12-31,미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램,032-880-7978,https://www.michuhol.go.kr/culture/main.do,,인천광역시 미추홀구 주안동 190-4,37.4588336,126.6796135
태백산 눈축제,-,태백산국립공원+ 황지연못 일원 등,2023-01-13,2023-01-23,경관조성+ 체험행사+ 공연+ 경연대회+ 부스 운영 등,033-550-2304,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172
화개장터 벚꽃축제,-,하동군 화개면 일대,2023-03-24,2021-03-26,꽃샘추위가 끝나고 4월로 접어들면 전라도와 경상도를 경계로 하는 화개에는 그 좋은 벚꽃이 십리에 날려 화사하게 봄을 재촉한다 눈처럼 하얀 벚꽃은 섬진청류와 화개동천 25km를 아름답게 수놓아 화사한 볼거리 제공하며 다채로운 문화행사도 펼쳐진다,055-880-2051,https://www.hadong.go.kr/02641/02652/02807.web,경상남도 하동군 화개면 쌍계로 58,,,
강서 낙동강30리 벚꽃축제(2023년 상반기 예정),-,대저생태공원,2023-03-31,2023-04-02,벚꽃길 걷기대회+체험행사+문화행사,051-970-4062,http://www.bsgangseo.go.kr,,부산광역시 강서구 대저1동 1-17,35.20933921,128.9865079
담양대나무축제,-,죽녹원 및 관방제림 일원,2023-05-01,2023-05-05,대나무 관련 전시+체험+공연+판매 등,061-380-3152,www.bamboofestival.co.kr,전라남도 담양군 담양읍 메타프로방스 1길 17,전라남도 담양군 담양읍 학동리 586-1,35.32260525,127.0018114
고서포도축제,-,고서면 증암천변 일원,2023-08-19,2023-08-21,특산품 홍보+판매,061-380-3152,,전라남도 담양군 고서면 가사문학로 325,전라남도 담양군 고서면 동운리 583-4,35.22370105,126.9729391
추월산벚꽃축제,-,용면 추월산광장 일원,2024-04-09,2024-04-10,벚꽃노래자랑+특산품판매 등,061-380-3152,,전라남도 담양군 용면 추월산로 369,전라남도 담양군 용면 추성리 478-1,35.36483985,126.9872053
